english,singular,plural,article,noun,x,y,possessive,croatian
Clerk,Der Angestellte,Die Angestellten,Der,Angestellte,angestellte,0,Mein Angestellte,Moj zaposlenik
Title,Der Titel,Die Titel,Der,Titel,titel,0,Mein Titel,Moj naslov
Meter,Der Meter,Die Meter,Der,Meter,meter,0,Mein Meter,Moj mjerač
Shame,Die Schande,-,Die,Schande,schande,1,Meine Schande,Moja sramota
Needle,Die Nadel,Die Nadeln,Die,Nadel,nadel,1,Meine Nadel,Moja igla
Lung,Die Lunge,Die Lungen,Die,Lunge,lunge,1,Meine Lunge,Moja pluća
Warrior,Der Krieger,Die Krieger,Der,Krieger,krieger,0,Mein Krieger,Moj ratnik
Circumstance,Die Umstände,-,Die,Umstände,umstände,1,Meine Umstände,Moje okolnosti
Studio,Das Studio,Die Studios,Das,Studio,studio,2,Mein Studio,Moj studio
Panic,Die Panik,-,Die,Panik,panik,1,Meine Panik,Moja panika
Lack,Der Mangel,-,Der,Mangel,mangel,0,Mein Mangel,Moj nedostatak
Farmer,Der Bauer,Die Bauern,Der,Bauer,bauer,0,Mein Bauer,Moj farmer
Accent,Der Akzent,Die Akzente,Der,Akzent,akzent,0,Mein Akzent,Moj naglasak
Bomb,Die Bombe,Die Bomben,Die,Bombe,bombe,1,Meine Bombe,Moja bomba
Panel,Das Panel,Die Panels,Das,Panel,panel,2,Mein Panel,Moja ploča
Ability,Die Fähigkeit,Die Fähigkeiten,Die,Fähigkeit,fähigkeit,1,Meine Fähigkeit,Moja vještina
Fortune,Das Glück,-,Das,Glück,glück,2,Mein Glück,Moja sreća
Victor,Der Sieger,Die Sieger,Der,Sieger,sieger,0,Mein Sieger,Moj pobjednik
Feather,Die Feder,Die Federn,Die,Feder,feder,1,Meine Feder,Moje pero
Grandma,Die Oma,Die Omas,Die,Oma,oma,1,Meine Oma,Moja baka
Glow,Das Leuchten,Die Leuchten,Das,Leuchten,leuchten,2,Mein Leuchten,Moj sjaj
Behavior,Das Verhalten,-,Das,Verhalten,verhalten,2,Mein Verhalten,Moje ponašanje
Passage,Der Durchgang,Die Durchgänge,Der,Durchgang,durchgang,0,Mein Durchgang,Moj odlomak
Slave,Der Sklave,Die Sklaven,Der,Sklave,sklave,0,Mein Sklave,Moj rob
Lieutenant,Der Leutnant,Die Leutnants,Der,Leutnant,leutnant,0,Mein Leutnant,Moj poručnik
Barrel,Das Fass,Die Fässer,Das,Fass,fass,2,Mein Fass,Moja bačva
Warmth,Die Wärme,-,Die,Wärme,wärme,1,Meine Wärme,Moja toplina
Impression,Der Eindruck,Die Eindrücke,Der,Eindruck,eindruck,0,Mein Eindruck,Moj dojam
Mason,Der Maurer,Die Maurer,Der,Maurer,maurer,0,Mein Maurer,Moj mason
Bride,Die Braut,Die Bräute,Die,Braut,braut,1,Meine Braut,Moja nevjesta
Package,Das Paket,Die Pakete,Das,Paket,paket,2,Mein Paket,Moj paket
Fog,Der Nebel,-,Der,Nebel,nebel,0,Mein Nebel,Moja magla
Walking,Das Gehen,-,Das,Gehen,gehen,2,Mein Gehen,Moje hodanje
Balance,Das Gleichgewicht,-,Das,Gleichgewicht,gleichgewicht,2,Mein Gleichgewicht,Moj saldo
Sock,Die Socke,Die Socken,Die,Socke,socke,1,Meine Socke,Moja čarapa
Robot,Der Roboter,Die Roboter,Der,Roboter,roboter,0,Mein Roboter,Moj robot
Potato,Die Kartoffel,Die Kartoffeln,Die,Kartoffel,kartoffel,1,Meine Kartoffel,Moj krumpir
Item,Der Gegenstand,Die Gegenstände,Der,Gegenstand,gegenstand,0,Mein Gegenstand,Moj objekt
Bath,Das Bad,Die Bäder,Das,Bad,bad,2,Mein Bad,Moja kupaonica
Diamond,Der Diamant,Die Diamanten,Der,Diamant,diamant,0,Mein Diamant,Moj dijamant
Corpse,Die Leiche,Die Leichen,Die,Leiche,leiche,1,Meine Leiche,Moj leš
Explanation,Die Erklärung,Die Erklärungen,Die,Erklärung,erklärung,1,Meine Erklärung,Moje objašnjenje
Structure,Die Struktur,Die Strukturen,Die,Struktur,struktur,1,Meine Struktur,Moja struktura
Exit,Der Ausgang,Die Ausgänge,Der,Ausgang,ausgang,0,Mein Ausgang,Moj izlaz
Pad,Das Kissen,Die Kissen,Das,Kissen,kissen,2,Mein Kissen,Moj jastuk
Stove,Der Herd,Die Herde,Der,Herd,herd,0,Mein Herd,Moja peć
Blue,Das Blau,-,Das,Blau,blau,2,Mein Blau,Moja plava
American,Der Amerikaner,Die Amerikaner,Der,Amerikaner,amerikaner,0,Mein Amerikaner,Moj Amerikanac
Ruby,Der Rubin,Die Rubine,Der,Rubin,rubin,0,Mein Rubin,Moj Ruby
Lightning,Das Blitz,Die Blitze,Das,Blitz,blitz,2,Mein Blitz,Moj bljesak
Pit,Die Grube,Die Gruben,Die,Grube,grube,1,Meine Grube,Moja jama
Colonel,Der Oberst,Die Obersten,Der,Oberst,oberst,0,Mein Oberst,Moj pukovniče
Dock,Der Hafen,Die Häfen,Der,Hafen,hafen,0,Mein Hafen,Moje utočište
Creek,Der Bach,Die Bäche,Der,Bach,bach,0,Mein Bach,Moj Bach
Advice,Der Rat,Die Ratschläge,Der,Rat,rat,0,Mein Rat,Moj savjet
Tourist,Der Tourist,Die Touristen,Der,Tourist,tourist,0,Mein Tourist,Moj turist
Grief,Die Trauer,-,Die,Trauer,trauer,1,Meine Trauer,Moja tuga
Defense,Die Verteidigung,-,Die,Verteidigung,verteidigung,1,Meine Verteidigung,Moja obrana
Bite,Der Biss,Die Bisse,Der,Biss,biss,0,Mein Biss,Moj ugriz
Museum,Das Museum,Die Museen,Das,Museum,museum,2,Mein Museum,Moj muzej
Favor,Der Gefallen,Die Gefallen,Der,Gefallen,gefallen,0,Mein Gefallen,Moja naklonost
Supper,Das Abendessen,-,Das,Abendessen,abendessen,2,Mein Abendessen,Moja večera
Comfort,Der Komfort,-,Der,Komfort,komfort,0,Mein Komfort,Moja udobnost
Dean,Der Dekan,-,Der,Dekan,dekan,0,Mein Dekan,Moj dekan
Value,Der Wert,Die Werte,Der,Wert,wert,0,Mein Wert,Moja vrijednost
March,Der Marsch,Die Märsche,Der,Marsch,marsch,0,Mein Marsch,Moj ožujak
Estate,Das Anwesen,Die Anwesen,Das,Anwesen,anwesen,2,Mein Anwesen,Moje vlasništvo
Poet,Der Dichter,Die Dichter,Der,Dichter,dichter,0,Mein Dichter,Moj pjesnik
Palace,Der Palast,Die Paläste,Der,Palast,palast,0,Mein Palast,Moja palača
Soup,Die Suppe,Die Suppen,Die,Suppe,suppe,1,Meine Suppe,Moja juha
Nation,Die Nation,Die Nationen,Die,Nation,nation,1,Meine Nation,Moj narod
Jar,Das Glas,Die Gläser,Das,Glas,glas,2,Mein Glas,Moja čaša
Standing,Der Stand,-,Der,Stand,stand,0,Mein Stand,Moj štand
Sack,Der Sack,Die Säcke,Der,Sack,sack,0,Mein Sack,Moja vreća
Demon,Der Dämon,Die Dämonen,Der,Dämon,dämon,0,Mein Dämon,Moj demon
Conference,Die Konferenz,Die Konferenzen,Die,Konferenz,konferenz,1,Meine Konferenz,Moja konferencija
Juice,Der Saft,Die Säfte,Der,Saft,saft,0,Mein Saft,Moj sok
Responsibility,Die Verantwortung,-,Die,Verantwortung,verantwortung,1,Meine Verantwortung,Moja odgovornost
Brush,Die Bürste,Die Bürsten,Die,Bürste,bürste,1,Meine Bürste,Moj kist
Route,Die Route,Die Routen,Die,Route,route,1,Meine Route,Moja ruta
Cheese,Der Käse,Die Käse,Der,Käse,käse,0,Mein Käse,Moj sir
Hood,Die Motorhaube,Die Motorhauben,Die,Motorhaube,motorhaube,1,Meine Motorhaube,Moj poklopac motora
Duck,Die Ente,Die Enten,Die,Ente,ente,1,Meine Ente,Moja patka
Saint,Der Heilige,Die Heiligen,Der,Heilige,heilige,0,Mein Heilige,Moj svetac
Pass,Der Pass,Die Pässe,Der,Pass,pass,0,Mein Pass,Moja putovnica
Target,Das Ziel,Die Ziele,Das,Ziel,ziel,2,Mein Ziel,Moj cilj
Orange,Die Orange,Die Orangen,Die,Orange,orange,1,Meine Orange,Moja naranča
Culture,Die Kultur,Die Kulturen,Die,Kultur,kultur,1,Meine Kultur,Moja kultura
Tour,Die Tour,Die Touren,Die,Tour,tour,1,Meine Tour,Moja turneja
Commander,Der Kommandant,Die Kommandanten,Der,Kommandant,kommandant,0,Mein Kommandant,Moj zapovjednik
Hook,Der Haken,Die Haken,Der,Haken,haken,0,Mein Haken,Moja udica
Mist,Der Nebel,-,Der,Nebel,nebel,0,Mein Nebel,Moja magla
Training,Das Training,Die Trainings,Das,Training,training,2,Mein Training,Moja obuka
Search,Die Suche,Die Suchen,Die,Suche,suche,1,Meine Suche,Moja pretraga
Coin,Die Münze,Die Münzen,Die,Münze,münze,1,Meine Münze,Moj novčić
Miracle,Das Wunder,Die Wunder,Das,Wunder,wunder,2,Mein Wunder,Moje čudo
Advantage,Der Vorteil,Die Vorteile,Der,Vorteil,vorteil,0,Mein Vorteil,Moja prednost
Exchange,Der Austausch,Die Austausche,Der,Austausch,austausch,0,Mein Austausch,Moja razmjena
Fiction,Die Fiktion,-,Die,Fiktion,fiktion,1,Meine Fiktion,Moja fikcija
Pond,Der Teich,Die Teiche,Der,Teich,teich,0,Mein Teich,Moj ribnjak
Assistant,Der Assistent,Die Assistenten,Der,Assistent,assistent,0,Mein Assistent,Moj pomoćnik
Design,Das Design,Die Designs,Das,Design,design,2,Mein Design,Moj dizajn
Fishing,Das Angeln,-,Das,Angeln,angeln,2,Mein Angeln,Moj ribolov
Slope,Der Hang,Die Hänge,Der,Hang,hang,0,Mein Hang,Moje vješanje
Earl,Der Graf,Die Grafen,Der,Graf,graf,0,Mein Graf,Moj grof
Comment,Der Kommentar,Die Kommentare,Der,Kommentar,kommentar,0,Mein Kommentar,Moj komentar
Waiter,Der Kellner,Die Kellner,Der,Kellner,kellner,0,Mein Kellner,Moj konobar
Grocery,Der Lebensmittel,Die Lebensmittel,Der,Lebensmittel,lebensmittel,0,Mein Lebensmittel,Moja hrana
Ladder,Die Leiter,Die Leitern,Die,Leiter,leiter,1,Meine Leiter,Moje ljestve
Curve,Die Kurve,Die Kurven,Die,Kurve,kurve,1,Meine Kurve,Moja krivulja
Volume,Das Volumen,Die Volumina,Das,Volumen,volumen,2,Mein Volumen,Moja glasnoća
Risk,Das Risiko,Die Risiken,Das,Risiko,risiko,2,Mein Risiko,Moj rizik
Nightmare,Der Albtraum,Die Albträume,Der,Albtraum,albtraum,0,Mein Albtraum,Moja noćna mora
Existence,Die Existenz,-,Die,Existenz,existenz,1,Meine Existenz,Moje postojanje
Trace,Die Spur,Die Spuren,Die,Spur,spur,1,Meine Spur,Moj trag
Disease,Die Krankheit,Die Krankheiten,Die,Krankheit,krankheit,1,Meine Krankheit,Moja bolest
Support,Die Unterstützung,-,Die,Unterstützung,unterstützung,1,Meine Unterstützung,Moja podrška
Witness,Der Zeuge,Die Zeugen,Der,Zeuge,zeuge,0,Mein Zeuge,Moj svjedok
Stock,Der Bestand,Die Bestände,Der,Bestand,bestand,0,Mein Bestand,Moje dionice
Device,Das Gerät,Die Geräte,Das,Gerät,gerät,2,Mein Gerät,Moj uređaj
Landscape,Die Landschaft,Die Landschaften,Die,Landschaft,landschaft,1,Meine Landschaft,Moj krajolik
Holiday,Der Feiertag,Die Feiertage,Der,Feiertag,feiertag,0,Mein Feiertag,Moj odmor
Ace,Das Ass,Die Asse,Das,Ass,ass,2,Mein Ass,Moj as
Piano,Das Klavier,Die Klaviere,Das,Klavier,klavier,2,Mein Klavier,Moj klavir
Gut,Der Darm,-,Der,Darm,darm,0,Mein Darm,Moja crijeva
Talent,Das Talent,Die Talente,Das,Talent,talent,2,Mein Talent,Moj talent
Imagination,Die Fantasie,-,Die,Fantasie,fantasie,1,Meine Fantasie,Moja fantazija
Black,Das Schwarz,-,Das,Schwarz,schwarz,2,Mein Schwarz,Moja crna
Reed,Der Rohrkolben,Die Rohrkolben,Der,Rohrkolben,rohrkolben,0,Mein Rohrkolben,Moj rogoz
Lid,Der Deckel,Die Deckel,Der,Deckel,deckel,0,Mein Deckel,Moj poklopac
Hint,Der Hinweis,Die Hinweise,Der,Hinweis,hinweis,0,Mein Hinweis,Moj savjet
Walker,Der Spaziergänger,Die Spaziergänger,Der,Spaziergänger,spaziergänger,0,Mein Spaziergänger,Moj šetač
Chill,Das Schaudern,-,Das,Schaudern,schaudern,2,Mein Schaudern,Moj drhtaj
Trial,Der Prozess,Die Prozesse,Der,Prozess,prozess,0,Mein Prozess,Moj proces
Interview,Das Interview,Die Interviews,Das,Interview,interview,2,Mein Interview,Moj intervju
Approach,Der Ansatz,Die Ansätze,Der,Ansatz,ansatz,0,Mein Ansatz,Moj pristup
Scar,Die Narbe,Die Narben,Die,Narbe,narbe,1,Meine Narbe,Moj ožiljak
Fashion,Die Mode,-,Die,Mode,mode,1,Meine Mode,Moja moda
Channel,Der Kanal,Die Kanäle,Der,Kanal,kanal,0,Mein Kanal,Moj kanal
Footstep,Der Fußabdruck,Die Fußabdrücke,Der,Fußabdruck,fußabdruck,0,Mein Fußabdruck,Moj otisak
Pickup,Der Pick-up,Die Pick-ups,Der,Pick-up,pick-up,0,Mein Pick-up,Moj pick-up
Hawk,Der Habicht,Die Habichte,Der,Habicht,habicht,0,Mein Habicht,Moj jastreb
Trailer,Der Anhänger,Die Anhänger,Der,Anhänger,anhänger,0,Mein Anhänger,Moja prikolica
Statue,Die Statue,Die Statuen,Die,Statue,statue,1,Meine Statue,Moj kip
Pill,Die Pille,Die Pillen,Die,Pille,pille,1,Meine Pille,Moja pilula
Bug,Der Käfer,Die Käfer,Der,Käfer,käfer,0,Mein Käfer,Moja buba
Bucket,Der Eimer,Die Eimer,Der,Eimer,eimer,0,Mein Eimer,Moja kanta
Vacation,Der Urlaub,Die Urlaube,Der,Urlaub,urlaub,0,Mein Urlaub,Moj odmor
Species,Die Art,Die Arten,Die,Art,art,1,Meine Art,Moj način
Column,Die Säule,Die Säulen,Die,Säule,säule,1,Meine Säule,Moj stup
Damage,Der Schaden,-,Der,Schaden,schaden,0,Mein Schaden,Moja šteta
Instrument,Das Instrument,Die Instrumente,Das,Instrument,instrument,2,Mein Instrument,Moj instrument
Port,Der Hafen,Die Häfen,Der,Hafen,hafen,0,Mein Hafen,Moje utočište
Layer,Die Schicht,Die Schichten,Die,Schicht,schicht,1,Meine Schicht,Moja smjena
Strip,Der Streifen,Die Streifen,Der,Streifen,streifen,0,Mein Streifen,Moja traka
Garbage,Der Müll,-,Der,Müll,müll,0,Mein Müll,Moje smeće
Rib,Die Rippe,Die Rippen,Die,Rippe,rippe,1,Meine Rippe,Moje rebro
Notebook,Das Notizbuch,Die Notizbücher,Das,Notizbuch,notizbuch,2,Mein Notizbuch,Moja bilježnica
Corn,Der Mais,-,Der,Mais,mais,0,Mein Mais,Moj kukuruz
Offer,Das Angebot,Die Angebote,Das,Angebot,angebot,2,Mein Angebot,Moja ponuda
Drawing,Die Zeichnung,Die Zeichnungen,Die,Zeichnung,zeichnung,1,Meine Zeichnung,Moj crtež
Statement,Die Aussage,Die Aussagen,Die,Aussage,aussage,1,Meine Aussage,Moja izjava
Intelligence,Die Intelligenz,-,Die,Intelligenz,intelligenz,1,Meine Intelligenz,Moja inteligencija
Excuse,Die Entschuldigung,Die Entschuldigungen,Die,Entschuldigung,entschuldigung,1,Meine Entschuldigung,Ispričavam se
Landing,Die Landung,Die Landungen,Die,Landung,landung,1,Meine Landung,Moje slijetanje
Copyright,Das Urheberrecht,-,Das,Urheberrecht,urheberrecht,2,Mein Urheberrecht,Moja autorska prava
Rod,Die Stange,Die Stangen,Die,Stange,stange,1,Meine Stange,Moj bar
Fantasy,Die Fantasie,Die Fantasien,Die,Fantasie,fantasie,1,Meine Fantasie,Moja fantazija
Curiosity,Die Neugierde,-,Die,Neugierde,neugierde,1,Meine Neugierde,Moja znatiželja
Gown,Das Gewand,Die Gewänder,Das,Gewand,gewand,2,Mein Gewand,Moj ogrtač
Border,Die Grenze,Die Grenzen,Die,Grenze,grenze,1,Meine Grenze,Moja granica
Poetry,Die Poesie,-,Die,Poesie,poesie,1,Meine Poesie,Moja poezija
Firm,Die Firma,Die Firmen,Die,Firma,firma,1,Meine Firma,Moja tvrtka
Rise,Der Anstieg,Die Anstiege,Der,Anstieg,anstieg,0,Mein Anstieg,Moj uspon
Handful,Die Handvoll,Die Handvoll,Die,Handvoll,handvoll,1,Meine Handvoll,Moja šačica
China,Das Porzellan,-,Das,Porzellan,porzellan,2,Mein Porzellan,Moj porculan
French,Der Franzose,Die Franzosen,Der,Franzose,franzose,0,Mein Franzose,Moj Francuz
Mean,Der Durchschnitt,Die Durchschnitte,Der,Durchschnitt,durchschnitt,0,Mein Durchschnitt,Moj prosjek
Deer,Das Reh,Die Rehe,Das,Reh,reh,2,Mein Reh,Moj jelen
Print,Der Druck,Die Drucke,Der,Druck,druck,0,Mein Druck,Moj ispis
Rail,Die Schiene,Die Schienen,Die,Schiene,schiene,1,Meine Schiene,Moja udlaga
Rate,Der Tarif,Die Tarife,Der,Tarif,tarif,0,Mein Tarif,Moj plan
Courage,Der Mut,-,Der,Mut,mut,0,Mein Mut,Moja hrabrost
Arrival,Die Ankunft,Die Ankünfte,Die,Ankunft,ankunft,1,Meine Ankunft,Moj dolazak
Wish,Der Wunsch,Die Wünsche,Der,Wunsch,wunsch,0,Mein Wunsch,Moja želja
Ridge,Der Bergrücken,Die Bergrücken,Der,Bergrücken,bergrücken,0,Mein Bergrücken,Moj planinski greben
Idiot,Der Idiot,Die Idioten,Der,Idiot,idiot,0,Mein Idiot,Moj idiot
Bull,Der Stier,Die Stiere,Der,Stier,stier,0,Mein Stier,Moj bik
Seed,Der Samen,Die Samen,Der,Samen,samen,0,Mein Samen,Moje sjeme
Progress,Der Fortschritt,-,Der,Fortschritt,fortschritt,0,Mein Fortschritt,Moj napredak
Feel,Das Gefühl,Die Gefühle,Das,Gefühl,gefühl,2,Mein Gefühl,Moj osjećaj
Shorts,Die kurze Hose,Die kurze Hosen,Die,kurze Hose,kurze hose,1,Meine kurze Hose,Moje kratke hlače
Citizen,Der Bürger,Die Bürger,Der,Bürger,bürger,0,Mein Bürger,Moj građanin
Trash,Der Müll,-,Der,Müll,müll,0,Mein Müll,Moje smeće
Log,Der Baumstamm,Die Baumstämme,Der,Baumstamm,baumstamm,0,Mein Baumstamm,Moje deblo
Patience,Die Geduld,-,Die,Geduld,geduld,1,Meine Geduld,Moje strpljenje
Bat,Die Fledermaus,Die Fledermäuse,Die,Fledermaus,fledermaus,1,Meine Fledermaus,Moja palica
Football,Der Fußball,Die Fußbälle,Der,Fußball,fußball,0,Mein Fußball,Moj nogomet
Routine,Die Routine,Die Routinen,Die,Routine,routine,1,Meine Routine,Moja rutina
Explosion,Die Explosion,Die Explosionen,Die,Explosion,explosion,1,Meine Explosion,Moja eksplozija
Content,Der Inhalt,Die Inhalte,Der,Inhalt,inhalt,0,Mein Inhalt,Moj sadržaj
Scientist,Der Wissenschaftler,Die Wissenschaftler,Der,Wissenschaftler,wissenschaftler,0,Mein Wissenschaftler,Moj znanstvenik
Failure,Das Versagen,Die Versagen,Das,Versagen,versagen,2,Mein Versagen,Moj neuspjeh
Sin,Die Sünde,Die Sünden,Die,Sünde,sünde,1,Meine Sünde,Moj grijeh
Butt,Der Hintern,Die Hintern,Der,Hintern,hintern,0,Mein Hintern,Moja guza
Confusion,Die Verwirrung,-,Die,Verwirrung,verwirrung,1,Meine Verwirrung,Moja zbunjenost
Understanding,Das Verständnis,-,Das,Verständnis,verständnis,2,Mein Verständnis,Moje razumijevanje
Trade,Der Handel,Die Handel,Der,Handel,handel,0,Mein Handel,Moje trgovanje
Refrigerator,Der Kühlschrank,Die Kühlschränke,Der,Kühlschrank,kühlschrank,0,Mein Kühlschrank,Moj hladnjak
Mister,Der Herr,Die Herren,Der,Herr,herr,0,Mein Herr,Gospodaru
Flashlight,Die Taschenlampe,Die Taschenlampen,Die,Taschenlampe,taschenlampe,1,Meine Taschenlampe,Moja svjetiljka
Net,Das Netz,Die Netze,Das,Netz,netz,2,Mein Netz,Moja mreža
Sailor,Der Matrose,Die Matrosen,Der,Matrose,matrose,0,Mein Matrose,Moj mornar
Attitude,Die Einstellung,Die Einstellungen,Die,Einstellung,einstellung,1,Meine Einstellung,Moj stav
Guilt,Die Schuld,-,Die,Schuld,schuld,1,Meine Schuld,Moja greška
Crying,Das Weinen,-,Das,Weinen,weinen,2,Mein Weinen,Moj plač
Sip,Der Schluck,Die Schlucke,Der,Schluck,schluck,0,Mein Schluck,Moj gutljaj
Travel,Das Reisen,Die Reisen,Das,Reisen,reisen,2,Mein Reisen,Moja putovanja
Cookie,Der Keks,Die Kekse,Der,Keks,keks,0,Mein Keks,Moj kolačić
Escape,Die Flucht,Die Fluchten,Die,Flucht,flucht,1,Meine Flucht,Moj bijeg
Instruction,Die Anweisung,Die Anweisungen,Die,Anweisung,anweisung,1,Meine Anweisung,Moja uputa
Fabric,Der Stoff,Die Stoffe,Der,Stoff,stoff,0,Mein Stoff,Moja tkanina
Marble,Der Marmor,Die Marmore,Der,Marmor,marmor,0,Mein Marmor,Moj mramor
Glimpse,Der Blick,Die Blicke,Der,Blick,blick,0,Mein Blick,Moj pogled
Dusk,Die Dämmerung,-,Die,Dämmerung,dämmerung,1,Meine Dämmerung,Moja zora
Cottage,Die Hütte,Die Hütten,Die,Hütte,hütte,1,Meine Hütte,Moja koliba
Monkey,Der Affe,Die Affen,Der,Affe,affe,0,Mein Affe,Moj majmun
Makeup,Das Make-up,-,Das,Make-up,make-up,2,Mein Make-up,Moja šminka
Doc,Der Arzt,Die Ärzte,Der,Arzt,arzt,0,Mein Arzt,Moj liječnik
Blouse,Die Bluse,Die Blusen,Die,Bluse,bluse,1,Meine Bluse,Moja bluza
Rhythm,Der Rhythmus,Die Rhythmen,Der,Rhythmus,rhythmus,0,Mein Rhythmus,Moj ritam
Steam,Der Dampf,-,Der,Dampf,dampf,0,Mein Dampf,Moj Steam
Phrase,Die Phrase,Die Phrasen,Die,Phrase,phrase,1,Meine Phrase,Moja fraza
Nut,Die Mutter,Die Muttern,Die,Mutter,mutter,1,Meine Mutter,Moja majka
Pencil,Der Bleistift,Die Bleistifte,Der,Bleistift,bleistift,0,Mein Bleistift,Moja olovka
Cook,Der Koch,Die Köche,Der,Koch,koch,0,Mein Koch,Moj kuhar
Flag,Die Flagge,Die Flaggen,Die,Flagge,flagge,1,Meine Flagge,Moja zastava
Coach,Der Trainer,Die Trainer,Der,Trainer,trainer,0,Mein Trainer,Moj trener
Swing,Der Schwung,Die Schwünge,Der,Schwung,schwung,0,Mein Schwung,Moj zamah
Speaker,Der Lautsprecher,Die Lautsprecher,Der,Lautsprecher,lautsprecher,0,Mein Lautsprecher,Moj zvučnik
Bolt,Der Bolzen,Die Bolzen,Der,Bolzen,bolzen,0,Mein Bolzen,Moj vijak
Fat,Das Fett,Die Fette,Das,Fett,fett,2,Mein Fett,Moja mast
Rug,Der Teppich,Die Teppiche,Der,Teppich,teppich,0,Mein Teppich,Moj tepih
Knock,Das Klopfen,-,Das,Klopfen,klopfen,2,Mein Klopfen,Moje tapkanje
Spell,Der Zauber,Die Zauber,Der,Zauber,zauber,0,Mein Zauber,Moja magija
Taxi,Das Taxi,Die Taxis,Das,Taxi,taxi,2,Mein Taxi,Moj taksi
Round,Die Runde,Die Runden,Die,Runde,runde,1,Meine Runde,Moja runda
Straw,Der Strohhalm,Die Strohhalme,Der,Strohhalm,strohhalm,0,Mein Strohhalm,Moja slamka
Hatch,Die Luke,Die Luken,Die,Luke,luke,1,Meine Luke,Moj otvor
Fork,Die Gabel,Die Gabeln,Die,Gabel,gabel,1,Meine Gabel,Moja vilica
Evil,Das Böse,-,Das,Böse,böse,2,Mein Böse,Moje zlo
Maid,Die Dienstmädchen,-,Die,Dienstmädchen,dienstmädchen,1,Meine Dienstmädchen,Moje sluškinje
Relative,Der Verwandte,Die Verwandten,Der,Verwandte,verwandte,0,Mein Verwandte,Moj rođak
Witch,Die Hexe,Die Hexen,Die,Hexe,hexe,1,Meine Hexe,Moja vještica
Courtyard,Der Innenhof,Die Innenhöfe,Der,Innenhof,innenhof,0,Mein Innenhof,Moje dvorište
Sensation,Die Sensation,Die Sensationen,Die,Sensation,sensation,1,Meine Sensation,Moj osjećaj
Bubble,Die Blase,Die Blasen,Die,Blase,blase,1,Meine Blase,Moj mjehur
Reader,Der Leser,Die Leser,Der,Leser,leser,0,Mein Leser,Moj čitatelj
Curl,Die Locke,Die Locken,Die,Locke,locke,1,Meine Locke,Moja kovrča
Pie,Der Kuchen,Die Kuchen,Der,Kuchen,kuchen,0,Mein Kuchen,Moja torta
Jet,Das Düsenflugzeug,Die Düsenflugzeuge,Das,Düsenflugzeug,düsenflugzeug,2,Mein Düsenflugzeug,Moj mlazni avion
Shift,Die Schicht,Die Schichten,Die,Schicht,schicht,1,Meine Schicht,Moja smjena
Union,Die Union,Die Unionen,Die,Union,union,1,Meine Union,Moja unija
Teenager,Der Teenager,Die Teenager,Der,Teenager,teenager,0,Mein Teenager,Moj tinejdžer
Plain,Die Ebene,Die Ebenen,Die,Ebene,ebene,1,Meine Ebene,Moja razina
Waitress,Die Kellnerin,Die Kellnerinnen,Die,Kellnerin,kellnerin,1,Meine Kellnerin,Moja konobarica
Reply,Die Antwort,Die Antworten,Die,Antwort,antwort,1,Meine Antwort,Moj odgovor
Rumor,Das Gerücht,Die Gerüchte,Das,Gerücht,gerücht,2,Mein Gerücht,Moja glasina
Gravity,Die Schwerkraft,-,Die,Schwerkraft,schwerkraft,1,Meine Schwerkraft,Moja gravitacija
Shelter,Das Schutz,Die Schutz,Das,Schutz,schutz,2,Mein Schutz,Moja zaštita
Adventure,Das Abenteuer,Die Abenteuer,Das,Abenteuer,abenteuer,2,Mein Abenteuer,Moja avantura
Lion,Der Löwe,Die Löwen,Der,Löwe,löwe,0,Mein Löwe,Moj lav
Spine,Die Wirbelsäule,Die Wirbelsäulen,Die,Wirbelsäule,wirbelsäule,1,Meine Wirbelsäule,Moja kralježnica
Confidence,Das Vertrauen,Die Vertrauen,Das,Vertrauen,vertrauen,2,Mein Vertrauen,Moje povjerenje
Depth,Die Tiefe,Die Tiefen,Die,Tiefe,tiefe,1,Meine Tiefe,Moja dubina
Reach,Die Reichweite,Die Reichweiten,Die,Reichweite,reichweite,1,Meine Reichweite,Moj doseg
Hammer,Der Hammer,Die Hämmer,Der,Hammer,hammer,0,Mein Hammer,Moj čekić
Bible,Die Bibel,Die Bibeln,Die,Bibel,bibel,1,Meine Bibel,Moja Biblija
Contract,Der Vertrag,Die Verträge,Der,Vertrag,vertrag,0,Mein Vertrag,Moj ugovor
Wallet,Die Brieftasche,Die Brieftaschen,Die,Brieftasche,brieftasche,1,Meine Brieftasche,Moj novčanik
Jungle,Der Dschungel,Die Dschungel,Der,Dschungel,dschungel,0,Mein Dschungel,Moja džungla
Factory,Die Fabrik,Die Fabriken,Die,Fabrik,fabrik,1,Meine Fabrik,Moja tvornica
Indian,Der Indianer,Die Indianer,Der,Indianer,indianer,0,Mein Indianer,Moj Indijanac
Balcony,Der Balkon,Die Balkone,Der,Balkon,balkon,0,Mein Balkon,Moj balkon
Rice,Der Reis,-,Der,Reis,reis,0,Mein Reis,Moja riža
Knot,Der Knoten,Die Knoten,Der,Knoten,knoten,0,Mein Knoten,Moj čvor
Cord,Das Kabel,Die Kabel,Das,Kabel,kabel,2,Mein Kabel,Moj kabel
Colleague,Der Kollege,Die Kollegen,Der,Kollege,kollege,0,Mein Kollege,Moj kolega
Intention,Die Absicht,Die Absichten,Die,Absicht,absicht,1,Meine Absicht,Moja namjera
