english,singular,plural,article,noun,x,y,sing+plural,catalan
Sentence,Der Satz,Die Sätze,Der,Satz,satz,0,"Der Satz, Die Sätze","La frase, les frases"
Collar,Der Kragen,Die Kragen,Der,Kragen,kragen,0,"Der Kragen, Die Kragen","El coll, els colls"
Horn,Das Horn,Die Hörner,Das,Horn,horn,2,"Das Horn, Die Hörner","La banya, les banyes"
Oak,Die Eiche,Die Eichen,Die,Eiche,eiche,1,"Die Eiche, Die Eichen","El roure, els roures"
Ankle,Der Knöchel,Die Knöchel,Der,Knöchel,knöchel,0,"Der Knöchel, Die Knöchel","El turmell, els turmells"
Doll,Die Puppe,Die Puppen,Die,Puppe,puppe,1,"Die Puppe, Die Puppen","La nina, les nines"
Sandwich,Das Sandwich,Die Sandwiches,Das,Sandwich,sandwich,2,"Das Sandwich, Die Sandwiches","L'entrepà, els entrepans"
Robin,Der Rotkehlchen,Die Rotkehlchen,Der,Rotkehlchen,rotkehlchen,0,"Der Rotkehlchen, Die Rotkehlchen","El pit-roig, els pit-roigs"
Justice,Die Gerechtigkeit,-,Die,Gerechtigkeit,gerechtigkeit,1,"Die Gerechtigkeit, -","la justícia, les justicies"
Pride,Der Stolz,-,Der,Stolz,stolz,0,"Der Stolz, -","l'orgull, els orgulls"
Youth,Die Jugend,-,Die,Jugend,jugend,1,"Die Jugend, -","la joventut, les joventuts"
Secretary,Der Sekretär,Die Sekretäre,Der,Sekretär,sekretär,0,"Der Sekretär, Die Sekretäre","El secretari, els secretaris"
Research,Die Forschung,-,Die,Forschung,forschung,1,"Die Forschung, -","la recerca, les recerques"
Sport,Der Sport,Die Sportarten,Der,Sport,sport,0,"Der Sport, Die Sportarten","L'esport, els esports"
Task,Die Aufgabe,Die Aufgaben,Die,Aufgabe,aufgabe,1,"Die Aufgabe, Die Aufgaben","La tasca, les tasques"
Grant,Das Stipendium,Die Stipendien,Das,Stipendium,stipendium,2,"Das Stipendium, Die Stipendien","La beca, les beques"
Sheriff,Der Sheriff,Die Sheriffs,Der,Sheriff,sheriff,0,"Der Sheriff, Die Sheriffs","El xèrif, els xèrifs"
Midnight,Die Mitternacht,-,Die,Mitternacht,mitternacht,1,"Die Mitternacht, -","la mitjanit, les mitjanits"
Chip,Der Chip,Die Chips,Der,Chip,chip,0,"Der Chip, Die Chips","El xip, els xips"
Theory,Die Theorie,Die Theorien,Die,Theorie,theorie,1,"Die Theorie, Die Theorien","La teoria, les teories"
Alarm,Der Alarm,Die Alarme,Der,Alarm,alarm,0,"Der Alarm, Die Alarme","L'alarma, les alarmes"
Collection,Die Sammlung,Die Sammlungen,Die,Sammlung,sammlung,1,"Die Sammlung, Die Sammlungen","La col·lecció, les col·leccions"
Cross,Das Kreuz,Die Kreuze,Das,Kreuz,kreuz,2,"Das Kreuz, Die Kreuze","La creu, les creus"
Pine,Die Kiefer,Die Kiefern,Die,Kiefer,kiefer,1,"Die Kiefer, Die Kiefern","Els pins, els pins"
Generation,Die Generation,Die Generationen,Die,Generation,generation,1,"Die Generation, Die Generationen","La generació, les generacions"
Authority,Die Autorität,Die Autoritäten,Die,Autorität,autorität,1,"Die Autorität, Die Autoritäten","L'autoritat, les autoritats"
Papa,Der Papa,Die Papas,Der,Papa,papa,0,"Der Papa, Die Papas","El pare, els pares"
Journey,Die Reise,Die Reisen,Die,Reise,reise,1,"Die Reise, Die Reisen","El viatge, els viatges"
Pearl,Die Perle,Die Perlen,Die,Perle,perle,1,"Die Perle, Die Perlen","La perla, les perles"
Toilet,Die Toilette,Die Toiletten,Die,Toilette,toilette,1,"Die Toilette, Die Toiletten","El vàter, els lavabos"
Killer,Der Mörder,Die Mörder,Der,Mörder,mörder,0,"Der Mörder, Die Mörder","L'assassí, els assassins"
Tool,Das Werkzeug,Die Werkzeuge,Das,Werkzeug,werkzeug,2,"Das Werkzeug, Die Werkzeuge","L'eina, les eines"
Medicine,Die Medizin,Die Medizinen,Die,Medizin,medizin,1,"Die Medizin, Die Medizinen","la Medicina, les medicines"
Sugar,Der Zucker,-,Der,Zucker,zucker,0,"Der Zucker, -","el sucre"
Princess,Die Prinzessin,Die Prinzessinnen,Die,Prinzessin,prinzessin,1,"Die Prinzessin, Die Prinzessinnen","La princesa, les princeses"
Argument,Das Argument,Die Argumente,Das,Argument,argument,2,"Das Argument, Die Argumente","L'argument, els arguments"
Cliff,Die Klippe,Die Klippen,Die,Klippe,klippe,1,"Die Klippe, Die Klippen","El penya-segat, els penya-segats"
Cart,Der Wagen,Die Wagen,Der,Wagen,wagen,0,"Der Wagen, Die Wagen","Els vagons, els vagons"
Crystal,Der Kristall,Die Kristalle,Der,Kristall,kristall,0,"Der Kristall, Die Kristalle","El cristall, els cristalls"
Bean,Die Bohne,Die Bohnen,Die,Bohne,bohne,1,"Die Bohne, Die Bohnen","La mongeta, les mongetes"
Cage,Der Käfig,Die Käfige,Der,Käfig,käfig,0,"Der Käfig, Die Käfige","La gàbia, les gàbies"
Chocolate,Die Schokolade,-,Die,Schokolade,schokolade,1,"Die Schokolade, -","La xocolata, -"
Coast,Die Küste,Die Küsten,Die,Küste,küste,1,"Die Küste, Die Küsten","La costa, les costes"
Decade,Das Jahrzehnt,Die Jahrzehnte,Das,Jahrzehnt,jahrzehnt,2,"Das Jahrzehnt, Die Jahrzehnte","La dècada, les dècades"
Meaning,Die Bedeutung,Die Bedeutungen,Die,Bedeutung,bedeutung,1,"Die Bedeutung, Die Bedeutungen","El significat, els significats"
Gear,Das Getriebe,Die Getriebe,Das,Getriebe,getriebe,2,"Das Getriebe, Die Getriebe","La caixa de canvis, les caixes de canvis"
Suitcase,Der Koffer,Die Koffer,Der,Koffer,koffer,0,"Der Koffer, Die Koffer","La maleta, les maletes"
Operation,Die Operation,Die Operationen,Die,Operation,operation,1,"Die Operation, Die Operationen","L'operació, les operacions"
Breathing,Das Atmen,-,Das,Atmen,atmen,2,"Das Atmen, -","el respirar, "
Role,Die Rolle,Die Rollen,Die,Rolle,rolle,1,"Die Rolle, Die Rollen","El paper, els rols"
Version,Die Version,Die Versionen,Die,Version,version,1,"Die Version, Die Versionen","La versió, les versions"
Prisoner,Der Gefangene,Die Gefangenen,Der,Gefangene,gefangene,0,"Der Gefangene, Die Gefangenen","El presoner, els presoners"
Match,Das Spiel,Die Spiele,Das,Spiel,spiel,2,"Das Spiel, Die Spiele","El joc, els jocs"
Beam,Der Strahl,Die Strahlen,Der,Strahl,strahl,0,"Der Strahl, Die Strahlen","El raig, els raigs"
Castle,Das Schloss,Die Schlösser,Das,Schloss,schloss,2,"Das Schloss, Die Schlösser","El Castell, Els Castells"
Rush,Der Rausch,Die Räusche,Der,Rausch,rausch,0,"Der Rausch, Die Räusche","La intoxicació, la intoxicació"
Lane,Die Fahrspur,Die Fahrspuren,Die,Fahrspur,fahrspur,1,"Die Fahrspur, Die Fahrspuren","El carril, els carrils"
Clothing,Die Kleidung,-,Die,Kleidung,kleidung,1,"Die Kleidung, -","La roba, -"
Pole,Der Pfahl,Die Pfähle,Der,Pfahl,pfahl,0,"Der Pfahl, Die Pfähle","L'aposta, les apostes"
Freedom,Die Freiheit,-,Die,Freiheit,freiheit,1,"Die Freiheit, -","la llibertat, -"
Skill,Die Fähigkeit,Die Fähigkeiten,Die,Fähigkeit,fähigkeit,1,"Die Fähigkeit, Die Fähigkeiten","L'habilitat, les habilitats"
Passion,Die Leidenschaft,Die Leidenschaften,Die,Leidenschaft,leidenschaft,1,"Die Leidenschaft, Die Leidenschaften","La passió, les passions"
Activity,Die Aktivität,Die Aktivitäten,Die,Aktivität,aktivität,1,"Die Aktivität, Die Aktivitäten","L'activitat, les activitats"
Fuck,Der Fick,Die Ficks,Der,Fick,fick,0,"Der Fick, Die Ficks","La merda, la merda"
Platform,Die Plattform,Die Plattformen,Die,Plattform,plattform,1,"Die Plattform, Die Plattformen","La plataforma, les plataformes"
Salt,Das Salz,-,Das,Salz,salz,2,"Das Salz, -","La sal, -"
Bike,Das Fahrrad,Die Fahrräder,Das,Fahrrad,fahrrad,2,"Das Fahrrad, Die Fahrräder","La bicicleta, les bicicletes"
Stack,Der Stapel,Die Stapel,Der,Stapel,stapel,0,"Der Stapel, Die Stapel","La pila, les piles"
Companion,Der Begleiter,Die Begleiter,Der,Begleiter,begleiter,0,"Der Begleiter, Die Begleiter","El company, els companys"
Fate,Das Schicksal,-,Das,Schicksal,schicksal,2,"Das Schicksal, -","el destí, "
Rage,Die Wut,Die Wut,Die,Wut,wut,1,"Die Wut, Die Wut","La ràbia, la ràbia"
Supply,Die Versorgung,Die Versorgungen,Die,Versorgung,versorgung,1,"Die Versorgung, Die Versorgungen","El subministrament, els subministraments"
Whale,Der Wal,Die Wale,Der,Wal,wal,0,"Der Wal, Die Wale","La balena, les balenes"
Pig,Das Schwein,Die Schweine,Das,Schwein,schwein,2,"Das Schwein, Die Schweine","El porc, els porcs"
Rabbit,Das Kaninchen,Die Kaninchen,Das,Kaninchen,kaninchen,2,"Das Kaninchen, Die Kaninchen","El conill, els conills"
Aisle,Der Gang,Die Gänge,Der,Gang,gang,0,"Der Gang, Die Gänge","El passadís, els engranatges"
Monitor,Der Monitor,Die Monitore,Der,Monitor,monitor,0,"Der Monitor, Die Monitore","El monitor, els monitors"
Helmet,Der Helm,Die Helme,Der,Helm,helm,0,"Der Helm, Die Helme","El casc, els cascos"
Respect,Der Respekt,-,Der,Respekt,respekt,0,"Der Respekt, -","el respecte, "
Excitement,Die Aufregung,-,Die,Aufregung,aufregung,1,"Die Aufregung, -","L'emoció, les emocions"
Lobby,Die Lobby,Die Lobbys,Die,Lobby,lobby,1,"Die Lobby, Die Lobbys","El vestíbul, els vestíbuls"
Boyfriend,Der Freund,Die Freunde,Der,Freund,freund,0,"Der Freund, Die Freunde","L'amic, els amics"
Fur,Der Pelz,Die Felle,Der,Pelz,pelz,0,"Der Pelz, Die Felle","El pelatge, les pells"
Range,Die Bandbreite,Die Bandbreiten,Die,Bandbreite,bandbreite,1,"Die Bandbreite, Die Bandbreiten","L'amplada de banda, les amplades de banda"
Dick,Der Schwanz,Die Schwänze,Der,Schwanz,schwanz,0,"Der Schwanz, Die Schwänze","La cua, les cues"
Code,Der Code,Die Codes,Der,Code,code,0,"Der Code, Die Codes","El codi, els codis"
Chapter,Das Kapitel,Die Kapitel,Das,Kapitel,kapitel,2,"Das Kapitel, Die Kapitel","El capítol, els capítols"
Reflection,Die Reflexion,Die Reflexionen,Die,Reflexion,reflexion,1,"Die Reflexion, Die Reflexionen","El reflex, els reflexos"
Mail,Die Post,Die Mails,Die,Post,post,1,"Die Post, Die Mails","El correu, els correus"
Fly,Die Fliege,Die Fliegen,Die,Fliege,fliege,1,"Die Fliege, Die Fliegen","La mosca, les mosques"
Cabinet,Der Schrank,Die Schränke,Der,Schrank,schrank,0,"Der Schrank, Die Schränke","El gabinet, els armaris"
Toy,Das Spielzeug,Die Spielzeuge,Das,Spielzeug,spielzeug,2,"Das Spielzeug, Die Spielzeuge","Les joguines, les joguines"
Baseball,Der Baseball,Die Baseballs,Der,Baseball,baseball,0,"Der Baseball, Die Baseballs","El beisbol, les pilotes de beisbol"
Inside,Das Innere,-,Das,Innere,innere,2,"Das Innere, -","L'interior, els interiors"
Pace,Das Tempo,-,Das,Tempo,tempo,2,"Das Tempo, -","El tempo, -"
Handle,Der Griff,Die Griffe,Der,Griff,griff,0,"Der Griff, Die Griffe","El mànec, les nanses"
Lead,Das Blei,-,Das,Blei,blei,2,"Das Blei, -","El lideratge, -"
Amount,Die Menge,Die Mengen,Die,Menge,menge,1,"Die Menge, Die Mengen","La quantitat, les quantitats"
Nerve,Der Nerv,Die Nerven,Der,Nerv,nerv,0,"Der Nerv, Die Nerven","El nervi, els nervis"
Terror,Der Terror,-,Der,Terror,terror,0,"Der Terror, -","el terror, "
Sweater,Der Pullover,Die Pullover,Der,Pullover,pullover,0,"Der Pullover, Die Pullover","El jersei, els jerseis"
Quality,Die Qualität,Die Qualitäten,Die,Qualität,qualität,1,"Die Qualität, Die Qualitäten","La qualitat, les qualitats"
Hunter,Der Jäger,Die Jäger,Der,Jäger,jäger,0,"Der Jäger, Die Jäger","El caçador, els caçadors"
Paint,Die Farbe,Die Farben,Die,Farbe,farbe,1,"Die Farbe, Die Farben","El color, els colors"
Buster,Der Zerstörer,Die Zerstörer,Der,Zerstörer,zerstörer,0,"Der Zerstörer, Die Zerstörer","El destructor, els destructors"
Cotton,Die Baumwolle,-,Die,Baumwolle,baumwolle,1,"Die Baumwolle, -","el cotó, "
Sergeant,Der Feldwebel,Die Feldwebel,Der,Feldwebel,feldwebel,0,"Der Feldwebel, Die Feldwebel","El sergent, els sergents"
Credit,Der Kredit,Die Kredite,Der,Kredit,kredit,0,"Der Kredit, Die Kredite","El crèdit, els crèdits"
Blow,Der Schlag,Die Schläge,Der,Schlag,schlag,0,"Der Schlag, Die Schläge","El cop, els cops"
Devil,Der Teufel,Die Teufel,Der,Teufel,teufel,0,"Der Teufel, Die Teufel","El diable, els diables"
Threat,Die Bedrohung,Die Bedrohungen,Die,Bedrohung,bedrohung,1,"Die Bedrohung, Die Bedrohungen","L'amenaça, les amenaces"
Success,Der Erfolg,Die Erfolge,Der,Erfolg,erfolg,0,"Der Erfolg, Die Erfolge","L'èxit, els èxits"
Eve,Der Abend,Die Abende,Der,Abend,abend,0,"Der Abend, Die Abende","La nit, les nits"
Cable,Das Kabel,Die Kabel,Das,Kabel,kabel,2,"Das Kabel, Die Kabel","El cable, els cables"
Pan,Die Pfanne,Die Pfannen,Die,Pfanne,pfanne,1,"Die Pfanne, Die Pfannen","La paella, les paelles"
Clerk,Der Angestellte,Die Angestellten,Der,Angestellte,angestellte,0,"Der Angestellte, Die Angestellten","L'empleat, els empleats"
Title,Der Titel,Die Titel,Der,Titel,titel,0,"Der Titel, Die Titel","El títol, els títols"
Meter,Der Meter,Die Meter,Der,Meter,meter,0,"Der Meter, Die Meter","El comptador, els comptadors"
Shame,Die Schande,-,Die,Schande,schande,1,"Die Schande, -","La vergonya, -"
Needle,Die Nadel,Die Nadeln,Die,Nadel,nadel,1,"Die Nadel, Die Nadeln","L'agulla, les agulles"
Lung,Die Lunge,Die Lungen,Die,Lunge,lunge,1,"Die Lunge, Die Lungen","Els pulmons, els pulmons"
Warrior,Der Krieger,Die Krieger,Der,Krieger,krieger,0,"Der Krieger, Die Krieger","El guerrer, els guerrers"
Circumstance,Die Umstände,-,Die,Umstände,umstände,1,"Die Umstände, -","la circumstàcia, les circumstàcies"
Studio,Das Studio,Die Studios,Das,Studio,studio,2,"Das Studio, Die Studios","L'estudi, els estudis"
Panic,Die Panik,-,Die,Panik,panik,1,"Die Panik, -","El pànic, -"
Lack,Der Mangel,-,Der,Mangel,mangel,0,"Der Mangel, -","La manca, -"
Farmer,Der Bauer,Die Bauern,Der,Bauer,bauer,0,"Der Bauer, Die Bauern","El pagès, els pagesos"
Accent,Der Akzent,Die Akzente,Der,Akzent,akzent,0,"Der Akzent, Die Akzente","L'accent, els accents"
Bomb,Die Bombe,Die Bomben,Die,Bombe,bombe,1,"Die Bombe, Die Bomben","La bomba, les bombes"
Panel,Das Panel,Die Panels,Das,Panel,panel,2,"Das Panel, Die Panels","El panell, els panells"
Ability,Die Fähigkeit,Die Fähigkeiten,Die,Fähigkeit,fähigkeit,1,"Die Fähigkeit, Die Fähigkeiten","L'habilitat, les habilitats"
Fortune,Das Glück,-,Das,Glück,glück,2,"Das Glück, -","la felicitat, -"
Victor,Der Sieger,Die Sieger,Der,Sieger,sieger,0,"Der Sieger, Die Sieger","El guanyador, els vencedors"
Feather,Die Feder,Die Federn,Die,Feder,feder,1,"Die Feder, Die Federn","La ploma, les plomes"
Grandma,Die Oma,Die Omas,Die,Oma,oma,1,"Die Oma, Die Omas","L'àvia, les àvies"
Glow,Das Leuchten,Die Leuchten,Das,Leuchten,leuchten,2,"Das Leuchten, Die Leuchten","La resplendor, la resplendor"
Behavior,Das Verhalten,-,Das,Verhalten,verhalten,2,"Das Verhalten, -","El comportament, -"
Passage,Der Durchgang,Die Durchgänge,Der,Durchgang,durchgang,0,"Der Durchgang, Die Durchgänge","El passatge, els passatges"
Slave,Der Sklave,Die Sklaven,Der,Sklave,sklave,0,"Der Sklave, Die Sklaven","L'esclau, els esclaus"
Lieutenant,Der Leutnant,Die Leutnants,Der,Leutnant,leutnant,0,"Der Leutnant, Die Leutnants","El tinent, els tinents"
Barrel,Das Fass,Die Fässer,Das,Fass,fass,2,"Das Fass, Die Fässer","El barril, els barrils"
Warmth,Die Wärme,-,Die,Wärme,wärme,1,"Die Wärme, -","La calor, -"
Impression,Der Eindruck,Die Eindrücke,Der,Eindruck,eindruck,0,"Der Eindruck, Die Eindrücke","La impressió, les impressions"
Mason,Der Maurer,Die Maurer,Der,Maurer,maurer,0,"Der Maurer, Die Maurer","El maçó, els maçons"
Bride,Die Braut,Die Bräute,Die,Braut,braut,1,"Die Braut, Die Bräute","La núvia, les núvies"
Package,Das Paket,Die Pakete,Das,Paket,paket,2,"Das Paket, Die Pakete","El paquet, els paquets"
Fog,Der Nebel,-,Der,Nebel,nebel,0,"Der Nebel, -","La boira, -"
Walking,Das Gehen,-,Das,Gehen,gehen,2,"Das Gehen, -","el Caminar, -"
Balance,Das Gleichgewicht,-,Das,Gleichgewicht,gleichgewicht,2,"Das Gleichgewicht, -","L'equilibri, els equilibris"
Sock,Die Socke,Die Socken,Die,Socke,socke,1,"Die Socke, Die Socken","El mitjó, els mitjons"
Robot,Der Roboter,Die Roboter,Der,Roboter,roboter,0,"Der Roboter, Die Roboter","El robot, els robots"
Potato,Die Kartoffel,Die Kartoffeln,Die,Kartoffel,kartoffel,1,"Die Kartoffel, Die Kartoffeln","La patata, les patates"
Item,Der Gegenstand,Die Gegenstände,Der,Gegenstand,gegenstand,0,"Der Gegenstand, Die Gegenstände","L'objecte, els objectes"
Bath,Das Bad,Die Bäder,Das,Bad,bad,2,"Das Bad, Die Bäder","El bany, els banys"
Diamond,Der Diamant,Die Diamanten,Der,Diamant,diamant,0,"Der Diamant, Die Diamanten","El diamant, els diamants"
Corpse,Die Leiche,Die Leichen,Die,Leiche,leiche,1,"Die Leiche, Die Leichen","El cadàver, els cadàvers"
Explanation,Die Erklärung,Die Erklärungen,Die,Erklärung,erklärung,1,"Die Erklärung, Die Erklärungen","La Declaració, les Declaracions"
Structure,Die Struktur,Die Strukturen,Die,Struktur,struktur,1,"Die Struktur, Die Strukturen","L'estructura, les estructures"
Exit,Der Ausgang,Die Ausgänge,Der,Ausgang,ausgang,0,"Der Ausgang, Die Ausgänge","La sortida, les sortides"
Pad,Das Kissen,Die Kissen,Das,Kissen,kissen,2,"Das Kissen, Die Kissen","El coixí, els coixins"
Stove,Der Herd,Die Herde,Der,Herd,herd,0,"Der Herd, Die Herde","La llar, el ramat"
Blue,Das Blau,-,Das,Blau,blau,2,"Das Blau, -","El blau, -"
American,Der Amerikaner,Die Amerikaner,Der,Amerikaner,amerikaner,0,"Der Amerikaner, Die Amerikaner","El nord-americà, els nord-americans"
Ruby,Der Rubin,Die Rubine,Der,Rubin,rubin,0,"Der Rubin, Die Rubine","El robí, els robins"
Lightning,Das Blitz,Die Blitze,Das,Blitz,blitz,2,"Das Blitz, Die Blitze","El llamp, el llamp"
Pit,Die Grube,Die Gruben,Die,Grube,grube,1,"Die Grube, Die Gruben","La fossa, les fosses"
Colonel,Der Oberst,Die Obersten,Der,Oberst,oberst,0,"Der Oberst, Die Obersten","El coronel, els coronels"
Dock,Der Hafen,Die Häfen,Der,Hafen,hafen,0,"Der Hafen, Die Häfen","El port, els ports"
Creek,Der Bach,Die Bäche,Der,Bach,bach,0,"Der Bach, Die Bäche","El rierol, els rierols"
Advice,Der Rat,Die Ratschläge,Der,Rat,rat,0,"Der Rat, Die Ratschläge","El consell, el consell"
Tourist,Der Tourist,Die Touristen,Der,Tourist,tourist,0,"Der Tourist, Die Touristen","El turista, els turistes"
Grief,Die Trauer,-,Die,Trauer,trauer,1,"Die Trauer, -","El dolor, -"
Defense,Die Verteidigung,-,Die,Verteidigung,verteidigung,1,"Die Verteidigung, -","La defensa, -"
Bite,Der Biss,Die Bisse,Der,Biss,biss,0,"Der Biss, Die Bisse","La mossegada, les mossegades"
Museum,Das Museum,Die Museen,Das,Museum,museum,2,"Das Museum, Die Museen","El Museu, Els Museus"
Favor,Der Gefallen,Die Gefallen,Der,Gefallen,gefallen,0,"Der Gefallen, Die Gefallen","El favor, el favor"
Supper,Das Abendessen,-,Das,Abendessen,abendessen,2,"Das Abendessen, -","el sopar, els sopars"
Comfort,Der Komfort,-,Der,Komfort,komfort,0,"Der Komfort, -","La comoditat, -"
Dean,Der Dekan,-,Der,Dekan,dekan,0,"Der Dekan, -","El degà, -"
Value,Der Wert,Die Werte,Der,Wert,wert,0,"Der Wert, Die Werte","El valor, els valors"
March,Der Marsch,Die Märsche,Der,Marsch,marsch,0,"Der Marsch, Die Märsche","La Marxa, Les Marxes"
Estate,Das Anwesen,Die Anwesen,Das,Anwesen,anwesen,2,"Das Anwesen, Die Anwesen","La finca, les propietats"
Poet,Der Dichter,Die Dichter,Der,Dichter,dichter,0,"Der Dichter, Die Dichter","El poeta, els poetes"
Palace,Der Palast,Die Paläste,Der,Palast,palast,0,"Der Palast, Die Paläste","El Palau, Els Palaus"
Soup,Die Suppe,Die Suppen,Die,Suppe,suppe,1,"Die Suppe, Die Suppen","La sopa, les sopes"
Nation,Die Nation,Die Nationen,Die,Nation,nation,1,"Die Nation, Die Nationen","La nació, les nacions"
Jar,Das Glas,Die Gläser,Das,Glas,glas,2,"Das Glas, Die Gläser","El vidre, les ulleres"
Standing,Der Stand,-,Der,Stand,stand,0,"Der Stand, -","La parada, les parades"
Sack,Der Sack,Die Säcke,Der,Sack,sack,0,"Der Sack, Die Säcke","El sac, els sacs"
Demon,Der Dämon,Die Dämonen,Der,Dämon,dämon,0,"Der Dämon, Die Dämonen","El dimoni, els dimonis"
Conference,Die Konferenz,Die Konferenzen,Die,Konferenz,konferenz,1,"Die Konferenz, Die Konferenzen","La Conferència, Les Conferències"
Juice,Der Saft,Die Säfte,Der,Saft,saft,0,"Der Saft, Die Säfte","El suc, els sucs"
Responsibility,Die Verantwortung,-,Die,Verantwortung,verantwortung,1,"Die Verantwortung, -","La responsabilitat, -"
Brush,Die Bürste,Die Bürsten,Die,Bürste,bürste,1,"Die Bürste, Die Bürsten","El pinzell, els pinzells"
Route,Die Route,Die Routen,Die,Route,route,1,"Die Route, Die Routen","La ruta, les rutes"
Cheese,Der Käse,Die Käse,Der,Käse,käse,0,"Der Käse, Die Käse","El formatge, els formatges"
Hood,Die Motorhaube,Die Motorhauben,Die,Motorhaube,motorhaube,1,"Die Motorhaube, Die Motorhauben","El capó, els capó"
Duck,Die Ente,Die Enten,Die,Ente,ente,1,"Die Ente, Die Enten","L'ànec, els ànecs"
Saint,Der Heilige,Die Heiligen,Der,Heilige,heilige,0,"Der Heilige, Die Heiligen","El sant, els sants"
Pass,Der Pass,Die Pässe,Der,Pass,pass,0,"Der Pass, Die Pässe","El pass, els passis"
Target,Das Ziel,Die Ziele,Das,Ziel,ziel,2,"Das Ziel, Die Ziele","L'objectiu, els objectius"
Orange,Die Orange,Die Orangen,Die,Orange,orange,1,"Die Orange, Die Orangen","La taronja, les taronges"
Culture,Die Kultur,Die Kulturen,Die,Kultur,kultur,1,"Die Kultur, Die Kulturen","La cultura, les cultures"
Tour,Die Tour,Die Touren,Die,Tour,tour,1,"Die Tour, Die Touren","El Tour, Els Tours"
Commander,Der Kommandant,Die Kommandanten,Der,Kommandant,kommandant,0,"Der Kommandant, Die Kommandanten","El comandant, els comandants"
Hook,Der Haken,Die Haken,Der,Haken,haken,0,"Der Haken, Die Haken","El ganxo, els ganxos"
