english,singular,plural,article,noun,x,y,possessive,croatian,n_words
Approval,Die Zustimmung,Die Zustimmungen,Die,Zustimmung,pristanak,0,moj,Moj pristanak,2
Cocktail,Der Cocktail,Die Cocktails,Der,Cocktail,koktel,0,moj,Moj koktel,2
Contest,Der Wettkampf,Die Wettkämpfe,Der,Wettkampf,konkurencija,1,moja,Moja konkurencija,2
Paradise,Das Paradies,Die Paradiese,Das,Paradies,raj,0,moj,Moj raj,2
Razor,Der Rasierer,Die Rasierer,Der,Rasierer,brijač,0,moj,Moj brijač,2
Catch,Der Fang,Die Fänge,Der,Fang,ulov,0,moj,Moj ulov,2
Puddle,Die Pfütze,Die Pfützen,Die,Pfütze,lokva,1,moja,Moja lokva,2
Laser,Der Laser,Die Laser,Der,Laser,laser,0,moj,Moj laser,2
Jump,Der Sprung,Die Sprünge,Der,Sprung,skok,0,moj,Moj skok,2
Cement,Der Zement,(usually uncountable),Der,Zement,cement,0,moj,Moj cement,2
Amber,Das Bernstein,(usually uncountable),Das,Bernstein,jantar,0,moj,Moj jantar,2
Goddess,Die Göttin,Die Göttinnen,Die,Göttin,božica,1,moja,Moja Božica,2
Braid,Der Zopf,Die Zöpfe,Der,Zopf,pletenica,1,moja,Moja pletenica,2
Dignity,Die Würde,(usually uncountable),Die,Würde,dostojanstvo,2,moje,Moje dostojanstvo,2
Lemon,Die Zitrone,Die Zitronen,Die,Zitrone,limun,0,moj,Moj limun,2
Clown,Der Clown,Die Clowns,Der,Clown,klaun,0,moj,Moj klaun,2
Goggle,Die Brille,Die Brillen,Die,Brille,naočale,2,moje,Moje naočale,2
Destruction,Die Zerstörung,Die Zerstörungen,Die,Zerstörung,uništenje,2,moje,Moje uništenje,2
Exception,Die Ausnahme,Die Ausnahmen,Die,Ausnahme,iznimka,1,moja,Moja iznimka,2
Peach,Der Pfirsich,Die Pfirsiche,Der,Pfirsich,breskva,1,moja,Moja breskva,2
Release,Die Freilassung,Die Freilassungen,Die,Freilassung,izdanje,2,moje,Moje izdanje,2
Spy,Der Spion,Die Spione,Der,Spion,špijun,0,moj,Moj špijun,2
Bra,Der BH,Die BHs,Der,BH,grudnjak,0,moj,Moj grudnjak,2
Logic,Die Logik,(usually uncountable),Die,Logik,logika,1,moja,Moja logika,2
Pitcher,Der Krug,Die Krüge,Der,Krug,vrč,0,moj,Moj vrč,2
Perspective,Die Perspektive,Die Perspektiven,Die,Perspektive,perspektiva,1,moja,Moja perspektiva,2
Crop,Die Ernte,Die Ernten,Die,Ernte,žetva,1,moja,Moja žetva,2
Graduate,Der Absolvent,Die Absolventen,Der,Absolvent,diplomant,0,moj,Moj diplomant,2
Chorus,Der Chor,Die Chöre,Der,Chor,zbor,0,moj,Moj zbor,2
Survivor,Der Überlebende,Die Überlebenden,Der,Überlebende,preživjeli,0,moj,Moj preživjeli,2
Payment,Die Zahlung,Die Zahlungen,Die,Zahlung,plaćanje,2,moje,Moje plaćanje,2
Bet,Die Wette,Die Wetten,Die,Wette,oklada,1,moja,Moja oklada,2
Revenge,Die Rache,(usually uncountable),Die,Rache,osveta,1,moja,Moja osveta,2
Elder,Der Ältere,Die Älteren,Der,Ältere,starješina,0,moj,Moj starješina,2
Ginger,Der Ingwer,(usually uncountable),Der,Ingwer,đumbir,0,moj,Moj đumbir,2
Surgeon,Der Chirurg,Die Chirurgen,Der,Chirurg,kirurg,0,moj,Moj kirurg,2
Sandal,Die Sandale,Die Sandalen,Die,Sandale,sandala,1,moja,Moja sandala,2
Hatred,Der Hass,(usually uncountable),Der,Hass,mržnja,1,moja,Moja mržnja,2
Departure,Die Abfahrt,Die Abfahrten,Die,Abfahrt,odlazak,0,moj,Moj odlazak,2
Outline,Die Kontur,Die Konturen,Die,Kontur,kontura,1,moja,Moja kontura,2
Raven,Der Rabe,Die Raben,Der,Rabe,gavran,0,moj,Moj gavran,2
Runner,Der Läufer,Die Läufer,Der,Läufer,trkač,0,moj,Moj trkač,2
Anticipation,Die Vorfreude,(usually uncountable),Die,Vorfreude,iščekivanje,2,moje,Moje iščekivanje,2
Translation,Die Übersetzung,Die Übersetzungen,Die,Übersetzung,prijevod,0,moj,Moj prijevod,2
Headquarters,Das Hauptquartier,Die Hauptquartiere,Das,Hauptquartier,sjedište,2,moje,Moje sjedište,2
Celebration,Die Feier,Die Feiern,Die,Feier,proslava,1,moja,Moja proslava,2
Agony,Die Qual,(usually uncountable),Die,Qual,agonija,1,moja,Moja agonija,2
Sneakers,Die Turnschuhe,(plural noun),Die,Turnschuhe,tenisice,2,moje,Moje tenisice,2
Terminal,Das Terminal,Die Terminals,Das,Terminal,terminal,0,moj,Moj terminal,2
Expectation,Die Erwartung,Die Erwartungen,Die,Erwartung,očekivanja,1,moja,Moja očekivanja,2
Pasture,Die Weide,Die Weiden,Die,Weide,vrba,1,moja,Moja vrba,2
Console,Die Konsole,Die Konsolen,Die,Konsole,konzola,1,moja,Moja konzola,2
Strike,Der Streik,Die Streiks,Der,Streik,štrajk,0,moj,Moj štrajk,2
Rescue,Die Rettung,Die Rettungen,Die,Rettung,spasenje,2,moje,Moje spasenje,2
Badge,Das Abzeichen,Die Abzeichen,Das,Abzeichen,značka,1,moja,Moja značka,2
Puzzle,Das Rätsel,Die Rätsel,Das,Rätsel,zagonetka,1,moja,Moja zagonetka,2
Charity,Die Wohltätigkeit,(usually uncountable),Die,Wohltätigkeit,milosrđe,2,moje,Moje milosrđe,2
Applause,Der Applaus,(usually uncountable),Der,Applaus,pljesak,0,moj,Moj pljesak,2
Philosophy,Die Philosophie,Die Philosophien,Die,Philosophie,filozofija,1,moja,Moja filozofija,2
Nephew,Der Neffe,Die Neffen,Der,Neffe,nećak,0,moj,Moj nećak,2
Essay,Der Aufsatz,Die Aufsätze,Der,Aufsatz,esej,0,moj,Moj esej,2
Repair,Die Reparatur,Die Reparaturen,Die,Reparatur,popravak,0,moj,Moj popravak,2
Mix,Die Mischung,Die Mischungen,Die,Mischung,miks,0,moj,Moj miks,2
Barrier,Die Barriere,Die Barrieren,Die,Barriere,barijera,1,moja,Moja barijera,2
Goodness,Die Güte,(usually uncountable),Die,Güte,bože,0,moj,Moj Bože,2
Scout,Der Pfadfinder,Die Pfadfinder,Der,Pfadfinder,izviđač,0,moj,Moj izviđač,2
Microphone,Das Mikrofon,Die Mikrofone,Das,Mikrofon,mikrofon,0,moj,Moj mikrofon,2
Label,Das Etikett,Die Etiketten,Das,Etikett,oznaka,1,moja,Moja oznaka,2
Pepper,Der Pfeffer,(usually uncountable),Der,Pfeffer,papar,0,moj,Moj papar,2
Coyote,Der Kojote,Die Kojoten,Der,Kojote,kojot,0,moj,Moj kojot,2
Teaching,Der Unterricht,(usually uncountable),Der,Unterricht,lekcije,2,moje,Moje lekcije,2
Burn,Die Verbrennung,Die Verbrennungen,Die,Verbrennung,opeklina,1,moja,Moja opeklina,2
Vest,Die Weste,Die Westen,Die,Weste,prsluk,0,moj,Moj prsluk,2
Pony,Das Pony,Die Ponys,Das,Pony,poni,0,moj,Moj poni,2
Donkey,Der Esel,Die Esel,Der,Esel,magarac,0,moj,Moj magarac,2
Cycle,Der Zyklus,Die Zyklen,Der,Zyklus,ciklus,0,moj,Moj ciklus,2
Gasp,Das Keuchen,(usually uncountable),Das,Keuchen,dahtanje,2,moje,Moje dahtanje,2
Irony,Die Ironie,(usually uncountable),Die,Ironie,ironija,1,moja,Moja ironija,2
Grape,Die Traube,Die Trauben,Die,Traube,grožđe,2,moje,Moje grožđe,2
Hesitation,Das Zögern,(usually uncountable),Das,Zögern,oklijevanje,2,moje,Moje oklijevanje,2
Tavern,Die Taverne,Die Tavernen,Die,Taverne,konoba,1,moja,Moja konoba,2
Sail,Das Segel,Die Segel,Das,Segel,jedro,2,moje,Moje jedro,2
Silhouette,Die Silhouette,Die Silhouetten,Die,Silhouette,silueta,1,moja,Moja silueta,2
Institute,Das Institut,Die Institute,Das,Institut,institut,0,moj,Moj institut,2
Liar,Der Lügner,Die Lügner,Der,Lügner,lažljivac,0,moj,Moj lažljivac,2
Technique,Die Technik,Die Techniken,Die,Technik,tehnika,1,moja,Moja tehnika,2
Index,Der Index,Die Indizes,Der,Index,kazalo,2,moje,Moje kazalo,2
Plank,Die Planke,Die Planken,Die,Planke,daska,1,moja,Moja daska,2
Jerk,Der Ruck,Die Rucke,Der,Ruck,kreten,0,moj,Moj kreten,2
Growth,Das Wachstum,(usually uncountable),Das,Wachstum,rast,0,moj,Moj rast,2
Blackness,Die Schwärze,(usually uncountable),Die,Schwärze,crnina,1,moja,Moja crnina,2
Bracelet,Das Armband,Die Armbänder,Das,Armband,narukvica,1,moja,Moja narukvica,2
Jelly,Die Marmelade,Die Marmeladen,Die,Marmelade,džem,0,moj,Moj džem,2
Diet,Die Diät,Die Diäten,Die,Diät,prehrana,1,moja,Moja prehrana,2
Beef,Das Rindfleisch,(usually uncountable),Das,Rindfleisch,govedina,1,moja,Moja govedina,2
Concrete,Der Beton,(usually uncountable),Der,Beton,beton,0,moj,Moj beton,2
Contrast,Der Kontrast,Die Kontraste,Der,Kontrast,kontrast,0,moj,Moj kontrast,2
Banner,Das Banner,Die Banner,Das,Banner,natpis,0,moj,Moj natpis,2
Resistance,Der Widerstand,Die Widerstände,Der,Widerstand,otpor,0,moj,Moj otpor,2
Stay,Der Aufenthalt,Die Aufenthalte,Der,Aufenthalt,boravak,0,moj,Moj boravak,2
Vodka,Der Wodka,(usually uncountable),Der,Wodka,votka,1,moja,Moja votka,2
Album,Das Album,Die Alben,Das,Album,album,0,moj,Moj album,2
Era,Die Ära,Die Ären,Die,Ära,doba,2,moje,Moje doba,2
Acquaintance,Die Bekanntschaft,Die Bekanntschaften,Die,Bekanntschaft,poznanik,0,moj,Moj poznanik,2
Revolution,Die Revolution,Die Revolutionen,Die,Revolution,revolucija,1,moja,Moja revolucija,2
Veil,Der Schleier,Die Schleier,Der,Schleier,veo,0,moj,Moj veo,2
Spectacle,Das Spektakel,Die Spektakel,Das,Spektakel,spektakl,0,moj,Moj spektakl,2
Competition,Der Wettbewerb,Die Wettbewerbe,Der,Wettbewerb,natječaj,0,moj,Moj natječaj,2
Scalp,Die Kopfhaut,Die Kopfhäute,Die,Kopfhaut,vlasište,2,moje,Moje vlasište,2
Holly,Die Stechpalme,Die Stechpalmen,Die,Stechpalme,božikovina,1,moja,Moja božikovina,2
Appetite,Der Appetit,(usually uncountable),Der,Appetit,apetit,0,moj,Moj apetit,2
Ivy,Der Efeu,(usually uncountable),Der,Efeu,bršljan,0,moj,Moj bršljan,2
Niece,Die Nichte,Die Nichten,Die,Nichte,nećakinja,1,moja,Moja nećakinja,2
Galaxy,Die Galaxie,Die Galaxien,Die,Galaxie,galaksija,1,moja,Moja galaksija,2
Madness,Der Wahnsinn,(usually uncountable),Der,Wahnsinn,ludilo,2,moje,Moje ludilo,2
Baker,Der Bäcker,Die Bäcker,Der,Bäcker,pekar,0,moj,Moj pekar,2
Virus,Das Virus,Die Viren,Das,Virus,virus,0,moj,Moj virus,2
Suffering,Das Leiden,(usually uncountable),Das,Leiden,patnja,1,moja,Moja patnja,2
Slot,Der Schlitz,Die Schlitz,Der,Schlitz,prorez,0,moj,Moj prorez,2
Folder,Der Ordner,Die Ordner,Der,Ordner,mapa,1,moja,Moja mapa,2
Confession,Das Geständnis,Die Geständnisse,Das,Geständnis,ispovijed,1,moja,Moja ispovijed,2
Porter,Der Türsteher,Die Türsteher,Der,Türsteher,izbacivač,0,moj,Moj izbacivač,2
Dessert,Das Dessert,Die Desserts,Das,Dessert,desert,0,moj,Moj desert,2
Profit,Der Gewinn,Die Gewinne,Der,Gewinn,dobitak,0,moj,Moj dobitak,2
Grandchild,Das Enkelkind,Die Enkelkinder,Das,Enkelkind,unuk,0,moj,Moj unuk,2
Mare,Die Stute,Die Stuten,Die,Stute,kobila,1,moja,Moja kobila,2
Dna,Die DNA,(usually unCountable),Die,DNA,dnk,0,moj,Moj DNK,2
Broom,Der Besen,Die Besen,Der,Besen,metla,1,moja,Moja metla,2
Hoof,Der Huf,Die Hufe,Der,Huf,kopito,2,moje,Moje kopito,2
Sensor,Der Sensor,Die Sensoren,Der,Sensor,senzor,0,moj,Moj senzor,2
Scholar,Der Gelehrte,Die Gelehrten,Der,Gelehrte,učenjak,0,moj,Moj učenjak,2
Therapy,Die Therapie,Die Therapien,Die,Therapie,terapija,1,moja,Moja terapija,2
Peanut,Die Erdnuss,Die Erdnüsse,Die,Erdnuss,kikiriki,0,moj,Moj kikiriki,2
Bacon,Der Speck,(usually uncountable),Der,Speck,slanina,1,moja,Moja slanina,2
Violin,Die Violine,Die Violinen,Die,Violine,violina,1,moja,Moja violina,2
Plague,Die Plage,Die Plagen,Die,Plage,kuga,1,moja,Moja kuga,2
Blur,Das Verschwimmen,(usually uncountable),Das,Verschwimmen,zamućenje,2,moje,Moje zamućenje,2
Meantime,Die Zwischenzeit,Die Zwischenzeiten,Die,Zwischenzeit,međuvrijeme,2,moje,Moje međuvrijeme,2
Deacon,Der Diakon,Die Diakone,Der,Diakon,đakon,0,moj,Moj đakon,2
Arrest,Die Verhaftung,Die Verhaftungen,Die,Verhaftung,uhićenje,2,moje,Moje uhićenje,2
Banana,Die Banane,Die Bananen,Die,Banane,banana,1,moja,Moja banana,2
Gin,Der Gin,(usually uncountable),Der,Gin,gin,0,moj,Moj gin,2
Preparation,Die Vorbereitung,Die Vorbereitungen,Die,Vorbereitung,priprema,1,moja,Moja priprema,2
Scratch,Der Kratzer,Die Kratzer,Der,Kratzer,ogrebotina,1,moja,Moja ogrebotina,2
Dressing,Das Ankleiden,(usually uncountable),Das,Ankleiden,odijevanje,2,moje,Moje odijevanje,2
Signature,Die Unterschrift,Die Unterschriften,Die,Unterschrift,potpis,0,moj,Moj potpis,2
Admiral,Der Admiral,Die Admirale,Der,Admiral,admiral,0,moj,Moj admiral,2
Analysis,Die Analyse,Die Analysen,Die,Analyse,analiza,1,moja,Moja analiza,2
Rainbow,Der Regenbogen,Die Regenbogen,Der,Regenbogen,duga,1,moja,Moja duga,2
Lizard,Der Eidechse,Die Eidechsen,Der,Eidechse,gušter,0,moj,Moj gušter,2
Dwarf,Der Zwerg,Die Zwerge,Der,Zwerg,patuljak,0,moj,Moj patuljak,2
Stress,Der Stress,(usually uncountable),Der,Stress,stres,0,moj,Moj stres,2
Conviction,Die Überzeugung,Die Überzeugungen,Die,Überzeugung,uvjerenje,2,moje,Moje uvjerenje,2
Rover,Der Rover,Die Rover,Der,Rover,rover,0,moj,Moj Rover,2
Wren,Der Zaunkönig,Die Zaunkönige,Der,Zaunkönig,vranac,0,moj,Moj vranac,2
Expedition,Die Expedition,Die Expeditionen,Die,Expedition,ekspedicija,1,moja,Moja ekspedicija,2
Residence,Der Wohnsitz,Die Wohnsitze,Der,Wohnsitz,prebivalište,2,moje,Moje prebivalište,2
Baron,Der Baron,Die Barone,Der,Baron,barun,0,moj,Moj barun,2
Candidate,Der Kandidat,Die Kandidaten,Der,Kandidat,kandidat,0,moj,Moj kandidat,2
Triumph,Der Triumph,Die Triumphe,Der,Triumph,trijumf,0,moj,Moj trijumf,2
Twist,Der Twist,Die Twists,Der,Twist,zaokret,0,moj,Moj zaokret,2
Sketch,Die Skizze,Die Skizzen,Die,Skizze,skica,1,moja,Moja skica,2
Register,Das Register,Die Register,Das,Register,registar,0,moj,Moj registar,2
Cafeteria,Die Cafeteria,Die Cafeterien,Die,Cafeteria,kafeterija,1,moja,Moja kafeterija,2
Maze,Das Labyrinth,Die Labyrinthe,Das,Labyrinth,labirint,0,moj,Moj labirint,2
Fisherman,Der Fischer,Die Fischer,Der,Fischer,ribar,0,moj,Moj ribar,2
Hum,Das Brummen,(usually uncountable),Das,Brummen,pjevušenje,2,moje,Moje pjevušenje,2
Kitten,Das Kätzchen,Die Kätzchen,Das,Kätzchen,mačić,0,moj,Moj mačić,2
Substance,Die Substanz,Die Substanzen,Die,Substanz,suština,1,moja,Moja suština,2
Dagger,Der Dolch,Die Dolche,Der,Dolch,bodež,0,moj,Moj bodež,2
Con,Der Schwindel,Die Schwindel,Der,Schwindel,vrtoglavica,1,moja,Moja vrtoglavica,2
Loneliness,Die Einsamkeit,(usually uncountable),Die,Einsamkeit,samoća,1,moja,Moja samoća,2
Motorcycle,Das Motorrad,Die Motorräder,Das,Motorrad,motocikl,0,moj,Moj motocikl,2
Amazement,Das Erstaunen,(usually uncountable),Das,Erstaunen,čuđenje,2,moje,Moje čuđenje,2
Peer,Der Gleichaltrige,Die Gleichaltrigen,Der,Gleichaltrige,vršnjak,0,moj,Moj vršnjak,2
Insult,Die Beleidigung,Die Beleidigungen,Die,Beleidigung,uvreda,1,moja,Moja uvreda,2
Capacity,Die Kapazität,Die Kapazitäten,Die,Kapazität,kapacitet,0,moj,Moj kapacitet,2
Awe,Das Ehrfurcht,(usually uncountable),Das,Ehrfurcht,strahopoštovanje,2,moje,Moje strahopoštovanje,2
Chili,Das Chili,Die Chilis,Das,Chili,čili,0,moj,Moj čili,2
Lodge,Die Lodge,Die Lodges,Die,Lodge,loža,1,moja,Moja loža,2
Clip,Der Clip,Die Clips,Der,Clip,isječak,0,moj,Moj isječak,2
Limo,Die Limousine,Die Limousinen,Die,Limousine,limuzina,1,moja,Moja limuzina,2
Mosquito,Die Mücke,Die Mücken,Die,Mücke,komarac,0,moj,Moj komarac,2
Shake,Der Shake,Die Shakes,Der,Shake,shake,0,moj,Moj Shake,2
Feast,Das Festmahl,Die Festmahle,Das,Festmahl,gozba,1,moja,Moja gozba,2
Casino,Das Kasino,Die Kasinos,Das,Kasino,kasino,0,moj,Moj kasino,2
Pea,Die Erbse,Die Erbsen,Die,Erbse,grašak,0,moj,Moj grašak,2
Conflict,Der Konflikt,Die Konflikte,Der,Konflikt,sukob,0,moj,Moj sukob,2
Stem,Der Stiel,Die Stiele,Der,Stiel,stabljika,1,moja,Moja stabljika,2
Sob,Das Schluchzen,(usually uncountable),Das,Schluchzen,jecanje,2,moje,Moje jecanje,2
Pregnancy,Die Schwangerschaft,Die Schwangerschaften,Die,Schwangerschaft,trudnoća,1,moja,Moja trudnoća,2
Suspect,Der Verdächtige,Die Verdächtigen,Der,Verdächtige,osumnjičeni,0,moj,Moj osumnjičeni,2
Coincidence,Der Zufall,Die Zufälle,Der,Zufall,slučajnost,1,moja,Moja slučajnost,2
Ranger,Der Ranger,Die Ranger,Der,Ranger,rendžer,0,moj,Moj rendžer,2
Cartoon,Der Cartoon,Die Cartoons,Der,Cartoon,crtić,0,moj,Moj crtić,2
Roommate,Der Mitbewohner,Die Mitbewohner,Der,Mitbewohner,cimer,0,moj,Moj cimer,2
Kindness,Die Freundlichkeit,Die Freundlichkeiten,Die,Freundlichkeit,dobrota,1,moja,Moja dobrota,2
Conscience,Das Gewissen,Die Gewissen,Das,Gewissen,savjest,1,moja,Moja savjest,2
Cheer,Der Jubel,Die Jubel,Der,Jubel,slavlje,2,moje,Moje slavlje,2
Cone,Der Kegel,Die Kegel,Der,Kegel,konus,0,moj,Moj konus,2
Ivory,Das Elfenbein,(usually uncountable),Das,Elfenbein,bjelokost,1,moja,Moja bjelokost,2
Carpenter,Der Zimmermann,Die Zimmerleute,Der,Zimmermann,stolar,0,moj,Moj stolar,2
Reservation,Die Reservierung,Die Reservierungen,Die,Reservierung,rezervacija,1,moja,Moja rezervacija,2
Academy,Die Akademie,Die Akademien,Die,Akademie,akademija,1,moja,Moja akademija,2
Longing,Die Sehnsucht,Die Sehnsüchte,Die,Sehnsucht,čežnja,1,moja,Moja čežnja,2
Drill,Der Bohrer,Die Bohrer,Der,Bohrer,bušilica,1,moja,Moja bušilica,2
Luggage,Das Gepäck,(usually uncountable),Das,Gepäck,prtljaga,1,moja,Moja prtljaga,2
Canopy,Das Baldachin,Die Baldachine,Das,Baldachin,nadstrešnica,1,moja,Moja nadstrešnica,2
Virtue,Die Tugend,Die Tugenden,Die,Tugend,vrlina,1,moja,Moja vrlina,2
Chimney,Der Schornstein,Die Schornsteine,Der,Schornstein,dimnjak,0,moj,Moj dimnjak,2
Anchor,Der Anker,Die Anker,Der,Anker,sidro,2,moje,Moje sidro,2
Harmony,Die Harmonie,Die Harmonien,Die,Harmonie,sklad,0,moj,Moj sklad,2
Maple,Der Ahorn,Die Ahorne,Der,Ahorn,javor,0,moj,Moj javor,2
Bunny,Das Häschen,Die Häschen,Das,Häschen,zeko,0,moj,Moj zeko,2
Throne,Der Thron,Die Throne,Der,Thron,prijestolje,2,moje,Moje prijestolje,2
Application,Die Anwendung,Die Anwendungen,Die,Anwendung,prijava,1,moja,Moja prijava,2
Physics,Die Physik,(usually uncountable),Die,Physik,fizika,1,moja,Moja fizika,2
Neon,Das Neon,(usually uncountable),Das,Neon,neon,0,moj,Moj neon,2
Fatigue,Die Ermüdung,(usually uncountable),Die,Ermüdung,umor,0,moj,Moj umor,2
Manuscript,Das Manuskript,Die Manuskripte,Das,Manuskript,rukopis,0,moj,Moj rukopis,2
Memorial,Das Denkmal,Die Denkmäler,Das,Denkmal,spomenik,0,moj,Moj spomenik,2
Japanese,Der Japaner,Die Japaner,Der,Japaner,japanski,0,moj,Moj japanski,2
Engineering,Das Ingenieurwesen,(usually uncountable),Das,Ingenieurwesen,inženjering,0,moj,Moj inženjering,2
Left,Die Linke,(usually uncountable),Die,Linke,lijeva,1,moja,Moja lijeva,2
Bronze,Die Bronze,(usually uncountable),Die,Bronze,bronca,1,moja,Moja bronca,2
Association,Die Vereinigung,Die Vereinigungen,Die,Vereinigung,udruga,1,moja,Moja udruga,2
Fleet,Die Flotte,Die Flotten,Die,Flotte,flota,1,moja,Moja flota,2
Marker,Der Marker,Die Marker,Der,Marker,marker,0,moj,Moj marker,2
Prey,Die Beute,(usually uncountable),Die,Beute,plijen,0,moj,Moj plijen,2
Episode,Die Episode,Die Episoden,Die,Episode,epizoda,1,moja,Moja epizoda,2
Origin,Der Ursprung,Die Ursprünge,Der,Ursprung,podrijetlo,2,moje,Moje podrijetlo,2
Vacuum,Das Vakuum,Die Vakua,Das,Vakuum,usisavač,0,moj,Moj usisavač,2
Cathedral,Die Kathedrale,Die Kathedralen,Die,Kathedrale,katedrala,1,moja,Moja katedrala,2
Management,Das Management,(usually uncountable),Das,Management,menadžment,0,moj,Moj menadžment,2
Down,Die Daune,Die Daunen,Die,Daune,dolje,0,moj,Moj dolje,2
Continent,Der Kontinent,Die Kontinente,Der,Kontinent,kontinent,0,moj,Moj kontinent,2
Dickens,Der Dickens,(usually uncountable),Der,Dickens,dickens,0,moj,Moj Dickens,2
Volunteer,Der Freiwillige,Die Freiwilligen,Der,Freiwillige,volonter,0,moj,Moj volonter,2
Mention,Die Erwähnung,Die Erwähnungen,Die,Erwähnung,spominjanje,2,moje,Moje spominjanje,2
Lust,Die Lust,(usually uncountable),Die,Lust,požuda,1,moja,Moja požuda,2
Giggle,Das Kichern,(usually uncountable),Das,Kichern,hihotanje,2,moje,Moje hihotanje,2
Receptionist,Der Empfangsmitarbeiter,Die Empfangsmitarbeiter,Der,Empfangsmitarbeiter,recepcionarka,1,moja,Moja recepcionarka,2
Pursuit,Die Verfolgung,Die Verfolgungen,Die,Verfolgung,progon,0,moj,Moj progon,2
Contempt,Die Verachtung,(usually uncountable),Die,Verachtung,prezir,0,moj,Moj prezir,2
Threshold,Die Schwelle,Die Schwellen,Die,Schwelle,prag,0,moj,Moj prag,2
Deed,Die Tat,Die Taten,Die,Tat,djelo,2,moje,Moje djelo,2
Artifact,Das Artefakt,Die Artefakte,Das,Artefakt,artefakt,0,moj,Moj artefakt,2
Italian,Der Italiener,Die Italiener,Der,Italiener,talijanski,0,moj,Moj talijanski,2
Eternity,Die Ewigkeit,(usually uncountable),Die,Ewigkeit,vječnost,1,moja,Moja vječnost,2
Announcement,Die Ankündigung,Die Ankündigungen,Die,Ankündigung,objava,1,moja,Moja objava,2
Motive,Das Motiv,Die Motive,Das,Motiv,motiv,0,moj,Moj motiv,2
Mechanic,Der Mechaniker,Die Mechaniker,Der,Mechaniker,mehaničar,0,moj,Moj mehaničar,2
Ally,Der Verbündete,Die Verbündeten,Der,Verbündete,saveznik,0,moj,Moj saveznik,2
Vase,Die Vase,Die Vasen,Die,Vase,vaza,1,moja,Moja vaza,2
Salesman,Der Verkäufer,Die Verkäufer,Der,Verkäufer,prodavač,0,moj,Moj prodavač,2
Therapist,Der Therapeut,Die Therapeuten,Der,Therapeut,terapeut,0,moj,Moj terapeut,2
Maverick,Der Einzelgänger,Die Einzelgänger,Der,Einzelgänger,usamljenik,0,moj,Moj usamljenik,2
Ham,Der Schinken,(usually uncountable),Der,Schinken,šunka,1,moja,Moja šunka,2
Carter,Der Carter,Die Carter,Der,Carter,carter,0,moj,Moj Carter,2
Investment,Die Investition,Die Investitionen,Die,Investition,ulaganje,2,moje,Moje ulaganje,2
Innocence,Die Unschuld,(usually uncountable),Die,Unschuld,nevinost,1,moja,Moja nevinost,2
Calendar,Der Kalender,Die Kalender,Der,Kalender,kalendar,0,moj,Moj kalendar,2
Pancake,Der Pfannkuchen,Die Pfannkuchen,Der,Pfannkuchen,palačinka,1,moja,Moja palačinka,2
Asteroid,Der Asteroid,Die Asteroiden,Der,Asteroid,asteroid,0,moj,Moj asteroid,2
Postcard,Die Postkarte,Die Postkarten,Die,Postkarte,razglednica,1,moja,Moja razglednica,2
Tractor,Der Traktor,Die Traktoren,Der,Traktor,traktor,0,moj,Moj traktor,2
Berry,Die Beere,Die Beeren,Die,Beere,bobica,1,moja,Moja bobica,2
Introduction,Die Einführung,Die Einführungen,Die,Einführung,uvod,0,moj,Moj uvod,2
Butler,Der Butler,Die Diener,Der,Butler,batler,0,moj,Moj batler,2
Cough,Der Husten,Die Husten,Der,Husten,kašalj,0,moj,Moj kašalj,2
Granite,Der Granit,(usually uncountable),Der,Granit,granit,0,moj,Moj granit,2
Ambassador,Der Botschafter,Die Botschafter,Der,Botschafter,ambasador,0,moj,Moj ambasador,2
Turning,Die Abbiegung,Die Abbiegungen,Die,Abbiegung,red,0,moj,Moj red,2
Sitting,Das Sitzen,(usually uncountable),Das,Sitzen,sjedenje,2,moje,Moje sjedenje,2
Politician,Der Politiker,Die Politiker,Der,Politiker,političar,0,moj,Moj političar,2
Settlement,Die Siedlung,Die Siedlungen,Die,Siedlung,naselje,2,moje,Moje naselje,2
Chop,Der Hacken,Die Hacken,Der,Hacken,hak,0,moj,Moj hak,2
Aluminum,Das Aluminium,(usually uncountable),Das,Aluminium,aluminij,0,moj,Moj aluminij,2
Profession,Der Beruf,Die Berufe,Der,Beruf,profesija,1,moja,Moja profesija,2
Retreat,Der Rückzugsort,Die Rückzugsorte,Der,Rückzugsort,povlačenje,2,moje,Moje povlačenje,2
Intersection,Die Kreuzung,Die Kreuzungen,Die,Kreuzung,sjecište,2,moje,Moje sjecište,2
Scheme,Das Schema,Die Schemata,Das,Schema,shema,1,moja,Moja shema,2
Emptiness,Die Leere,(usually uncountable),Die,Leere,praznina,1,moja,Moja praznina,2
Publisher,Der Verleger,Die Verleger,Der,Verleger,izdavač,0,moj,Moj izdavač,2
Circus,Der Zirkus,Die Zirkusse,Der,Zirkus,cirkus,0,moj,Moj cirkus,2
Dimension,Die Dimension,Die Dimensionen,Die,Dimension,dimenzija,1,moja,Moja dimenzija,2
Messenger,Der Bote,Die Boten,Der,Bote,glasnik,0,moj,Moj glasnik,2
Tangle,Das Gewirr,Die Gewirre,Das,Gewirr,splet,0,moj,Moj splet,2
Strategy,Die Strategie,Die Strategien,Die,Strategie,strategija,1,moja,Moja strategija,2
Pod,Die Hülse,Die Hülsen,Die,Hülse,kapsula,1,moja,Moja kapsula,2
Drain,Der Abfluss,Die Abflüsse,Der,Abfluss,odvod,0,moj,Moj odvod,2
